pl_name,pl_orbper,pl_orbpererr1,pl_tranmid,pl_tranmiderr1,pl_orbsmax,pl_orbsmaxerr1,pl_radj,pl_radjerr1,pl_orbincl,pl_orbinclerr1,pl_orbeccen,pl_orbeccenerr1,pl_orblper,pl_orblpererr1,Transits,Date,Archive Used,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity,Observation Depth,Observation Sensitivity,Binned Observation Sensitivity,Total Cadences
CoRoT-24 c,11.758488833096823,0.0004634744417795943,2454795.390189188,0.0067650774794947785,0.09828330561487532,0.005006434865924225,0.05732030398823847,0.0030097493777956467,87.68423795623907,0.20013856225358856,0.0,0.0,90.0,0.0,4,09-Apr-2021 17:33:02,NASA,0.005071988903310857,0.002686243664701373,0.003285617249304068,0.6477966162661172,1.2231270351527574,0.0018124673696867653,0.3573484493437349,0.6747218778041328,904
CoRoTID 223977153 b,6.718259901187012,1.9108654235067885e-05,2455901.820795158,0.00694450852268387,0.07052868651695905,0.0035971446127055257,0.06681703647535425,0.003107222663972491,87.3871168621583,0.10362742570414717,0.0,0.0,90.0,0.0,6,07-Apr-2021 06:14:24,NASA,0.003708151709456696,0.0017144356357963876,0.0044645163633488215,1.2039734922288134,2.6040734747530894,0.0024746605095892216,0.6673568676487079,1.443425730263531,1732
EPIC 246851721 b,6.1802932991417805,2.513556133515337e-05,2457865.1066072383,0.005361320629902563,0.07038514811012367,0.0035899871056004258,0.06345798377645187,0.0005078897041171678,85.93708717398212,0.1093587034920144,0.0,0.0,90.0,0.0,5,09-Apr-2021 17:52:33,NASA,0.0014784550184709882,0.000705050372238773,0.004026915704972429,2.7237323115430647,5.711529081511737,0.004143608713920832,2.802661333725347,5.877039254320903,3670
GJ 143 b,35.61317532268997,1.5919066075533155e-05,2458385.932107854,0.00032507578491712953,0.1905902991027059,0.009695130513506052,0.03537578464934287,0.0004755881697637776,89.22100030775542,0.08293035825085349,0.3871946269647441,0.04893742847452653,0.8968957428818953,7.175955287114292,6,08-Apr-2021 13:23:09,NASA,0.0004781105765753273,0.00021198888655947644,0.0012514461395566829,2.617482651232491,5.9033572932398615,0.0013541334385217536,2.8322599517068148,6.387756738095952,3573
GJ 357 b,3.9306394720266056,7.626975809895973e-05,2458517.999589664,0.0003068239329070792,0.03540014067304032,0.001804619548301505,0.03237164535478471,0.000517074596008447,89.0849752441818,0.5746252854214488,0.0,0.0,90.0,0.0,5,08-Apr-2021 04:32:37,NASA,0.0005589549661871435,0.0002600457807923211,0.0010479234229759547,1.8747904328040264,4.0297651428263395,0.0011408706318893902,2.041077905920986,4.387191472260484,1168
GJ 436 b,2.6439003572832704,1.4067724336270156e-06,2454510.79756355,0.0023377177134214426,0.029352522338249764,0.0014893145896964749,0.08751147134285628,0.0014173459176327929,86.40453520627062,0.06083409171674069,0.0960566262506294,0.024979168615896604,367.45937475776833,6.9166312643383385,8,06-Apr-2021 01:41:41,NASA,0.0005793267399763237,0.0002046472846334794,0.007658257616591555,13.21923724236264,37.42174068083725,0.006449015947690207,11.131914863715368,31.51283418805341,1415
GJ 1132 b,1.6289306202467144,2.26347422479646e-06,2457184.5569286845,0.0019134188288678546,0.015134772970899716,0.0007715171343668189,0.04725861586585557,0.0006101222928274957,88.35142348032845,0.11631570421866096,0.0,0.0,90.0,0.0,27,02-Apr-2021 01:18:33,NASA,0.0018696124653801512,0.0003669577850260559,0.0022333767735564962,1.1945666895745586,6.0861953736665235,0.002296525458949983,1.2283430397876745,6.2582824310074745,3695
GJ 1252 b,0.5182433381308519,5.327420763268561e-07,2458668.0964764827,0.00025573210641811775,0.009053802389602373,0.00046004936536398524,0.026199658517082718,0.0004112856945504756,86.13737355219497,0.4420145027014958,0.0,0.0,90.0,0.0,98,30-Mar-2021 10:43:14,NASA,0.0011113924881551301,0.00011110653706033532,0.000686422106411745,0.617623489206032,6.178053286270544,0.0008051857009839791,0.7244836631211692,7.246969640919787,13562
GJ 3473 b,1.1980905951786915,1.6529616373512872e-06,2458492.20400439,0.0005425383983216306,0.015360737152422357,0.0007864187766668726,0.02903505574815363,0.0002917433475524351,84.75459645832939,0.12008443996735375,0.0,0.0,90.0,0.0,37,31-Mar-2021 20:39:01,NASA,0.0017693867847614023,0.0003254709999541185,0.0008430344622983891,0.4764557244119297,2.590198396837909,0.0006009654791964136,0.3396461895003089,1.8464486214782003,3940
HAT-P-3 b,2.899738855364789,1.3277061222983472e-06,2454856.7004981264,0.0018321791453490624,0.039730754178842434,0.002004682257288134,0.10484143846231196,0.0007203808946244732,86.37778956947365,0.0761355855581133,0.0,0.0,90.0,0.0,14,03-Apr-2021 17:08:46,NASA,0.0013422584363312587,0.00036836799691920873,0.010991727218846746,8.188979798026075,29.838985228832122,0.011694410687174028,8.712488124967866,31.746543632939076,5159
HAT-P-4 b,3.056519879099,2.5812198392160997e-06,2454245.819976928,0.003977611670138395,0.04553553521691098,0.002294121530170748,0.0816922215261974,0.000389552124146889,89.72040210423496,1.0774990111747396,0.0,0.0,90.0,0.0,7,06-Apr-2021 21:28:41,NASA,0.0014021233108137538,0.000574938749095814,0.00667361905788531,4.759652026619631,11.607530486300805,0.007593365016964394,5.41561855394688,13.207259084391527,5188
HAT-P-5 b,2.7884726467829197,2.789359980838466e-06,2455432.4559101383,0.003588527122528128,0.03987152046153899,0.002024279550641392,0.1000004846022773,0.000584675441284084,87.71416490447183,0.2351860304842127,0.0,0.0,90.0,0.0,8,06-Apr-2021 23:30:44,NASA,0.002085871024360928,0.0007825029831313845,0.010000096920690298,4.794206738527442,12.779627856078413,0.01191566318481285,5.712559906940359,15.22762652882076,4168
HAT-P-7 b,2.204734924617067,1.402378428035088e-06,2454954.3608567435,0.002382347804039128,0.03745851841751194,0.0018916438119583145,0.07549650868711262,0.00025523404073281384,82.50380411007123,0.21322668820980129,0.0,0.0,90.0,0.0,21,03-Apr-2021 06:32:57,NASA,0.0010653279571396011,0.0002401841295845281,0.005699722823943271,5.350204869538006,23.73063879700413,0.006273805143910072,5.889083358663747,26.12081470479559,14596
HAT-P-9 b,3.9228195645938153,4.0767970680200286e-06,2455484.906513622,0.003486077525467428,0.05299861235860779,0.00269522890292452,0.09617713689635443,0.00032181380111309687,86.01769491439606,0.1005443029188808,0.08764262010294857,0.033192184017579764,205.36238274225346,31.392656459796424,7,07-Apr-2021 23:57:52,NASA,0.002199772207375868,0.0008621618754223997,0.0092500416615801,4.204999786143575,10.728892015838928,0.009678998645270442,4.4000004240514645,11.226428494681931,4127
HAT-P-11 b,4.887805106148232,2.5908971972682057e-06,2454957.8111979896,0.0019877973301660984,0.051568267623095417,0.002615169000279079,0.05896007014498793,0.000201237724834728,90.79249231530605,0.4619600515288003,0.07556235549075921,0.04104538848054967,15.260851255681596,8.594516144773543,9,06-Apr-2021 10:00:04,NASA,0.0006661076450636022,0.0002304568699623732,0.0034762898715018967,5.218810949347335,15.084340389025815,0.004133176272163253,6.2049674745417525,17.934706276441567,3685
HAT-P-12 b,3.2130570272130234,2.8446124034004294e-06,2454419.197411817,0.0039864261308241574,0.036448251651481925,0.0018492294830680376,0.12675604777376906,9.551320049893652e-05,87.76018103486494,0.10208699052332322,0.0,0.0,90.0,0.0,6,07-Apr-2021 02:51:44,NASA,0.0022010050648260788,0.0009233409700393746,0.016067095647226026,7.299890356452055,17.401042700987116,0.01787788363550713,8.122599952726517,19.362168706479853,2411
HAT-P-14 b,4.6276653368655785,3.6122163097365774e-06,2457138.2143115755,0.0013337482563211493,0.06032576076608277,0.0030395190903509273,0.07717926679991023,0.001598841923825667,80.43654005926342,0.18002566392478891,0.2305135844845405,0.015589292812869485,104.05864336296268,3.1117423771621384,11,05-Apr-2021 19:51:03,NASA,0.000784874032672386,0.00023212566862386465,0.005956639223771726,7.589293282503188,25.66126899745773,0.005494605127811969,7.000620353184076,23.67082089794818,4384
HAT-P-16 b,2.775965672088489,2.522749704600137e-06,2455027.5959402453,0.0033966267073603147,0.04133484629722256,0.002106383631718835,0.10156184399050207,0.0007382621724215775,87.51715259338577,0.3980949734746656,0.0494301115589553,0.017156798784524432,127.48809915426443,54.83398925332789,7,06-Apr-2021 19:28:39,NASA,0.0012705474464080652,0.0005023297000131458,0.010314808154751082,8.11839666744586,20.53394046675152,0.01173827849111897,9.23875650949044,23.36767762449997,3695
HAT-P-18 b,5.508027742242385,3.7068874500544837e-06,2454715.0235412843,0.002864576447658552,0.05618201996004444,0.002853486299495429,0.1227033989588783,0.0003395252528288935,88.18130089428921,0.0478764786047704,0.04020837654111538,0.033605044600151776,220.73723978231288,39.84324272949805,8,06-Apr-2021 22:06:17,NASA,0.002302282261942912,0.0008751075079123082,0.015056124116061656,6.539651703416978,17.204885091181715,0.016635400435403236,7.225612910453693,19.00955058092156,3784
HAT-P-21 b,4.124496349330846,4.703397301041748e-06,2454996.4061458777,0.004479832447336621,0.049075819935514034,0.0025049591620514987,0.08807423192028563,0.0011427417526986533,86.32274296272043,0.11373164105898535,0.2215021624522568,0.038634184976043734,279.3983942069128,16.119133536347842,5,07-Apr-2021 17:32:15,NASA,0.0016203258397567582,0.0007191639403449567,0.00775707032834826,4.7873521103093335,10.786233698852413,0.007936641756764784,4.898176380348428,11.035928404527436,3443
HAT-P-22 b,3.2122331946057052,1.954906655154815e-06,2454930.2198385005,0.002408280699515162,0.0424561937035762,0.0021338042311491987,0.10940335823987098,0.00035215551634569785,86.60899640354269,0.08403809723403657,0.053092839750541417,0.006081942989022747,94.26506435153068,12.952529578426232,8,07-Apr-2021 03:51:10,NASA,0.0006823104975783668,0.00022890483486891783,0.011969094794161543,17.542005929326674,52.28851894288575,0.0135214252503556,19.817114493101574,59.07007275795914,4059
HAT-P-24 b,3.355243288629436,8.980667954236325e-07,2455216.977875452,0.0009951000230016699,0.0467542445282413,0.002368300687294161,0.09369854026557588,0.000634185837922599,86.26654909967354,0.2630438143952378,0.1194617270239398,0.02771479465901252,225.854072920672,18.030992043435432,16,10-Apr-2021 01:54:41,NASA,0.0018332039317379267,0.0004720076670487322,0.008779416447899743,4.789110636249084,18.600156439817567,0.009453774149376426,5.156968074148733,20.02885717617035,10583
HAT-P-30 b,2.8106006096830667,4.78235893730276e-07,2455456.466924469,0.0006128353584278537,0.04225232442891432,0.0021441362570368046,0.1119308918581595,0.001969022868360992,83.03891496136728,0.13142179673920654,0.028597229483918237,0.012910930854185886,254.865434695758,21.383162252455442,16,03-Apr-2021 16:56:42,NASA,0.0009523390332472482,0.00024722316887157517,0.012528524552163,13.155529821605365,50.67698391436436,0.010387911969022444,10.90778767473402,42.01835942980994,6443
