pl_name,pl_orbper,pl_orbpererr1,pl_tranmid,pl_tranmiderr1,pl_orbsmax,pl_orbsmaxerr1,pl_radj,pl_radjerr1,pl_orbincl,pl_orbinclerr1,pl_orbeccen,pl_orbeccenerr1,pl_orblper,pl_orblpererr1,Transits,Date,Archive,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity
WASP-26 b,2.7565975684194988,3.207446793525858e-06,2455837.5983883897,0.0038001194612551853,0.038182167328589235,0.0019319279454546785,0.09832059343025597,0.0004671389550645948,83.11103255981659,0.08407419301136132,0.0,0.0,90.0,0.0,6,04-Mar-2021 10:10:45,NASA,,,,,
WASP-29 b,3.9227115626347513,6.503598380386442e-07,2455830.1886565867,0.0004888230603394191,0.04537964997009317,0.0022963730452805232,0.09662280358866014,0.00017251663352959733,90.20186477910572,0.3584836069055893,0.019828098022264682,0.00822809257291613,90.0,0.0,11,02-Mar-2021 04:53:48,NASA,,,,,
WASP-31 b,3.4058908547477587,3.2174589535348325e-06,2455192.6861304003,0.003176985728554776,0.04782081704748186,0.0024204007503019678,0.12556538896536978,0.0005173413604932043,84.72620411398029,0.07693345872651833,0.0,0.0,90.0,0.0,7,04-Mar-2021 10:10:14,NASA,,,,,
WASP-33 b,1.21987144889969,1.56069292541624e-07,2454163.22160011,0.000594452089928,0.024224854413990003,0.001211265582215,0.108718911348744,3.17504492897858e-05,89.9977144868401,0.18362153134088505,0.0,0.0,90.0,0.0,17,01-Mar-2021 21:08:54,NASA,,,,,
WASP-34 b,4.3176892764263455,2.313304118731799e-06,2454647.5486088824,0.0020863577853122988,0.050988573442993616,0.0025650507477379928,0.11747928696993493,0.0006227950469618254,86.24517041095,0.040392642468966664,0.13260706870771727,0.007525656616980291,269.16708523113965,5.952525946146216,6,04-Mar-2021 10:54:30,NASA,,,,,
WASP-35 b,3.1615634338287384,4.5147161401319035e-07,2455531.484202635,0.0004772213525390713,0.041428154704085805,0.00207954641394612,0.12371693768397032,0.00014713902068846569,87.77105956633581,0.11104443972177523,0.0,0.0,90.0,0.0,15,04-Mar-2021 11:34:26,NASA,,,,,
WASP-36 b,1.5373654522865805,1.31420439274981e-06,2455569.83857449,0.002527392928119,0.025816270098176,0.001307082091016,0.13759084755679502,0.0006094063606900001,82.82501617971771,0.125910698081899,0.000292813020531,0.006841340913752,90.0,0.0,12,01-Mar-2021 14:07:03,NASA,,,,,
WASP-41 b,3.0524008437005645,2.1174457129994917e-06,2455996.68002755,0.0017893725815956892,0.038975451098987285,0.0019503668888507925,0.13364713336859108,0.00019278633524247519,90.01995657980801,0.23683811777796865,0.0,0.0,90.0,0.0,7,04-Mar-2021 08:47:19,NASA,,,,,
WASP-42 b,4.9816831607990055,7.841935385328011e-06,2455650.566152842,0.004590858215893342,0.05578988095113967,0.002838720019327303,0.12556912426996927,0.0010656853164904808,87.94294982961105,0.194206644860573,0.10346329193870504,0.02670606456798186,187.90172769415352,67.15088456321807,5,04-Mar-2021 07:49:56,NASA,,,,,
WASP-43 b,0.8134742296465745,3.8023182204272816e-07,2455528.868115137,0.0014147396388900534,0.013294235883603627,0.0006678897233062709,0.1600502417139933,0.00033608596393400533,81.78875733674327,0.09161814881096213,0.0,0.0,90.0,0.0,26,04-Mar-2021 10:15:07,NASA,,,,,
